Cbench started.
Measure Mode: wall_time
Thread ID: 11802960
Fiber ID: 14782220
Total: 59.631248
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.000     0.000     0.000     0.000        2   Trema::Logger#create_stderr_logger
  0.00      0.023     0.000     0.000     0.023        1   <Module::Pio::OpenFlow>#version=
  0.00      0.000     0.000     0.000     0.000        2   BinData::LazyEvaluator#initialize
  0.00      0.000     0.000     0.000     0.000        1   Gem::PathSupport#path=
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Index#dependency_names
  0.00      0.000     0.000     0.000     0.000        2   <Class::Gem::Specification>#non_nil_attributes
  0.00      0.001     0.000     0.000     0.001        2   Gem::Specification#initialize_copy
  0.00      0.005     0.000     0.000     0.005        1   Bundler::Source::Rubygems#installed_specs
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#autocomplete
  0.00      0.000     0.000     0.000     0.000        2   IPAddr#to_string
  0.00      0.000     0.000     0.000     0.000        2   Mutex#synchronize
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::Cache#initialize
  0.00      0.000     0.000     0.000     0.000        4   <Module::BinData::FloatingPoint>#create_num_bytes_code
  0.00      0.000     0.000     0.000     0.000        3   <Module::Bundler>#ui
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#loaded_gem_paths
  0.00      0.000     0.000     0.000     0.000        2   <Class::Digest::Class>#digest
  0.00      0.002     0.000     0.000     0.002        1   DRb::DRbProtocol#auto_load
  0.00      0.000     0.000     0.000     0.000        1   Trema::Command#update_pid_file
  0.00      0.000     0.000     0.000     0.000        1   GLI::GLIOptionParser::NormalCommandOptionParser#error_handler
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandSupport#arg_name
  0.00      0.000     0.000     0.000     0.000        3   <Class::Trema::Controller>#_handler
  0.00      0.000     0.000     0.000     0.000        1   String#chomp
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets
  0.00      0.011     0.000     0.000     0.011        2   Bundler::UI::Silent#silence
  0.00      0.000     0.000     0.000     0.000        1   <Class::Dir>#getwd
  0.00      0.000     0.000     0.000     0.000        2   Digest::Instance#digest
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Dsl#normalize_group_options
  0.00      0.000     0.000     0.000     0.000        1   SystemExit#initialize
  0.00      0.000     0.000     0.000     0.000        2   <Class::Exception>#exception
  0.00      0.000     0.000     0.000     0.000        2   <Object::BinData::Struct>#flags=
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#reverse_rubygems_kernel_mixin
  0.00      0.002     0.000     0.000     0.002        2   Bundler::Source#unmet_deps
  0.00      0.000     0.000     0.000     0.000        2   IO#puts
  0.00      0.000     0.000     0.000     0.000        1   MonitorMixin#mon_synchronize
  0.00      0.000     0.000     0.000     0.000        6   URI::Generic#query=
  0.00      0.208     0.000     0.000     0.208        1   Bundler::Definition#specs_for
  0.00      0.015     0.000     0.000     0.015        1   <Module::Pio::OpenFlow>#find_all_class_by_version
  0.00      0.000     0.000     0.000     0.000        2   Gem::BasicSpecification#require_paths
  0.00      0.002     0.000     0.000     0.002        1   Bundler::RubygemsIntegration::MoreFuture#all_specs
  0.00      0.000     0.000     0.000     0.000        5   Kernel#__method__
  0.00      0.000     0.000     0.000     0.000        4   URI::Generic#absolute?
  0.00      0.000     0.000     0.000     0.000        2   IO#initialize
  0.00      0.000     0.000     0.000     0.000        1   GLI::GLIOptionParser::GlobalOptionParser#initialize
  0.00      0.000     0.000     0.000     0.000        1   GLI::App#default_command
  0.00      0.000     0.000     0.000     0.000        1   Phut::Syntax::VhostDirective::UnusedIpAddress#initialize
  0.00      0.000     0.000     0.000     0.000        2   Module#private_class_method
  0.00      0.001     0.000     0.000     0.001        1   <Object::BinData::Struct>#octets=
  0.00      0.000     0.000     0.000     0.000        1   Kernel#rand
  0.00      0.000     0.000     0.000     0.000        1   <Class::Bundler::LockfileParser>#unknown_sections_in_lockfile
  0.00      0.000     0.000     0.000     0.000        2   Gem::Specification#test_files
  0.00      0.000     0.000     0.000     0.000        2   Bundler::SharedHelpers#major_deprecation
  0.00      0.000     0.000     0.000     0.000        1   Bundler::LockfileParser#parse_bundled_with
  0.00      0.000     0.000     0.000     0.000        2   <Class::DRb::DRbTCPSocket>#open_server
  0.00      0.000     0.000     0.000     0.000        6   <Class::OptionParser::Switch::NoArgument>#incompatible_argument_styles
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets
  0.00      0.000     0.000     0.000     0.000        2   Pio::Mac#to_str
  0.00      0.011     0.000     0.000     0.011        1   Pio::OpenFlow10::Match#method_missing
  0.00      0.000     0.000     0.000     0.000        3   Integer#to_i
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveSupport::Inflector::Inflections>#instance
  0.00      0.000     0.000     0.000     0.000        1   <Module::ActiveSupport>#run_load_hooks
  0.00      0.001     0.000     0.000     0.001        1   <Module::BinData::CheckOrAdjustOffsetPlugin>#included
  0.00      0.000     0.000     0.000     0.000        1   <Module::GLI::AppSupport>#included
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#find_home
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#user_home
  0.00      0.001     0.000     0.000     0.001        2   <Module::Bundler>#home
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Settings#all
  0.00      0.000     0.000     0.000     0.000        1   Bundler::LockfileParser#parse_platform
  0.00      0.000     0.000     0.000     0.000        2   <Class::Bundler::Source::Git>#from_lock
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandFinder#find_command_by_partial_name
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SharedHelpers#pwd
  0.00      0.000     0.000     0.000     0.000        1   <Class::DRb::DRbUNIXSocket>#parse_uri
  0.00      0.000     0.000     0.000     0.000        2   <Module::Signal>#trap
  0.00      0.000     0.000     0.000     0.000        4   Logger::Formatter#initialize
  0.00      0.001     0.000     0.000     0.001        2   Trema::Logger#level=
  0.00      0.000     0.000     0.000     0.000        2   OptionParser#base
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#argument_handling_strategy
  0.00      0.011     0.000     0.000     0.011        6  *BinData::Struct#do_write
  0.00      0.000     0.000     0.000     0.000        1   <Class::Delegator>#const_missing
  0.00      0.000     0.000     0.000     0.000        2   Module#method_undefined
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#default_spec_cache_dir
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#load_path_insert_index
  0.00      0.000     0.000     0.000     0.000        2   Gem::StreamUI#alert_warning
  0.00      0.000     0.000     0.000     0.000        2   <Module::Gem>#win_platform?
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Source::Path#expand
  0.00      0.006     0.000     0.000     0.006        1   Bundler::Definition#converge_dependencies
  0.00      0.000     0.000     0.000     0.000        2   Bundler::SourceList#add_git_source
  0.00      0.000     0.000     0.000     0.000        1   Phut::Setting#pid_dir=
  0.00      0.000     0.000     0.000     0.000       12   Module#>=
  0.00      0.000     0.000     0.000     0.000        2   Trema::Logger#initialize
  0.00      0.000     0.000     0.000     0.000        1   Phut::Setting#initialize
  0.00      0.000     0.000     0.000     0.000        1   BinData::Uint32be#value_to_binary_string
  0.00      0.008     0.000     0.000     0.008        1   BinData::Struct#assign_fields
  0.00      0.000     0.000     0.000     0.000        1   BinData::Struct#clear
  0.00      0.000     0.000     0.000     0.000        8   Module#singleton_class?
  0.00      0.000     0.000     0.000     0.000        1   I18n::Config#load_path
  0.00      0.000     0.000     0.000     0.000        5   Comparable#<=
  0.00      0.000     0.000     0.000     0.000        2   Gem::Specification#rdoc_options
  0.00      0.000     0.000     0.000     0.000        2   <Module::Bundler>#default_lockfile
  0.00      0.000     0.000     0.000     0.000        2   ERB::Compiler#make_scanner
  0.00      0.000     0.000     0.000     0.000        4   <Class::String>#try_convert
  0.00      0.000     0.000     0.000     0.000        2   IO#fcntl
  0.00      0.000     0.000     0.000     0.000        1   Trema::Command#create_pid_file
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#synopsis_format_type
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets=
  0.00      0.000     0.000     0.000     0.000        4   Array#to_ary
  0.00      0.001     0.000     0.000     0.001        1   #<Module:0x00000001c195c0>#load_path
  0.00      0.000     0.000     0.000     0.000        1   Gem::Version#release
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#load_path_insert_index
  0.00      0.000     0.000     0.000     0.000        1   Gem::Specification#bin_dir
  0.00      0.000     0.000     0.000     0.000        2   Gem::DefaultUserInteraction#ui
  0.00      0.208     0.000     0.000     0.208        1   Bundler::Runtime#requested_specs
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SharedHelpers#deprecate_gemfile
  0.00      0.000     0.000     0.000     0.000        2   <Class::Digest::Class>#hexdigest
  0.00      0.000     0.000     0.000     0.000        2   Bundler::SourceList#add_source_to_list
  0.00      0.000     0.000     0.000     0.000        2   Pathname#basename
  0.00      0.003     0.000     0.000     0.003        1   DRb#start_service
  0.00      0.000     0.000     0.000     0.000        1   <Class::Trema::Controller>#inherited
  0.00      0.000     0.000     0.000     0.000        1   GLI::OptionParsingResult#to_a
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#accepts
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#parse_config
  0.00      0.000     0.000     0.000     0.000        1   GLI::App#on_error
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#help_text_wrap_type
  0.00      0.000     0.000     0.000     0.000        1   <Module::Pio::OpenFlow>#version
  0.00      0.000     0.000     0.000     0.000        2   <Class::Regexp>#last_match
  0.00      0.000     0.000     0.000     0.000        1   BinData::MultiFieldArgSeparator#field_names_in_parameters?
  0.00      0.000     0.000     0.000     0.000        6   Bignum#-
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#locked_ruby_version
  0.00      0.000     0.000     0.000     0.000        2   Gem::Specification#date
  0.00      0.014     0.000     0.000     0.014        2   Bundler::Source::Git#load_spec_files
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#requested_dependencies
  0.00      0.000     0.000     0.000     0.000        2   <Module::Bundler>#read_file
  0.00      0.064     0.000     0.000     0.064        1   <Class::Bundler::Definition>#build
  0.00      0.001     0.000     0.000     0.001        2   Trema::Logger#create_logger
  0.00      0.000     0.000     0.000     0.000        2   ERB#make_compiler
  0.00      0.001     0.000     0.000     0.001        1   Bundler::SpecSet#[]
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets=
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#path_separator
  0.00      0.000     0.000     0.000     0.000        2   Gem::Specification#extra_rdoc_files
  0.00      0.000     0.000     0.000     0.000        2   Enumerable#find_all
  0.00      0.005     0.000     0.000     0.005        1   Bundler::Index#use
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Settings#with
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Settings#local_overrides
  0.00      0.000     0.000     0.000     0.000        2   Digest::Base#finish
  0.00      0.000     0.000     0.000     0.000        1   Bundler::GemVersionPromoter#initialize
  0.00      0.000     0.000     0.000     0.000        1   DRb::DRbProtocol#add_protocol
  0.00      0.000     0.000     0.000     0.000        1   <Class::Trema::Controller>#create
  0.00      0.000     0.000     0.000     0.000        2   Kernel#proc
  0.00      0.000     0.000     0.000     0.000        1   <Module::Trema>#logger
  0.00      0.000     0.000     0.000     0.000        1   GLI::GLIOptionParser::NormalCommandOptionParser#initialize
  0.00      0.001     0.000     0.000     0.001       15  *GLI::AppSupport#override_command_defaults
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#help_sort_type
  0.00      0.000     0.000     0.000     0.000        1   GLI::Argument#initialize
  0.00      0.000     0.000     0.000     0.000        6   File::Stat#directory?
  0.00      0.000     0.000     0.000     0.000        1   <Class::Pio::Arp::Request>#operation=
  0.00      0.000     0.000     0.000     0.000        2   ERB::Compiler#detect_magic_comment
  0.00      0.000     0.000     0.000     0.000        1   Regexp#to_s
  0.00      0.000     0.000     0.000     0.000        1   <Class::Bundler::LockfileParser>#sections_in_lockfile
  0.00      0.000     0.000     0.000     0.000        1   Gem::Specification#bin_file
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#bin_path
  0.00      0.004     0.000     0.000     0.004        1   Bundler::Definition#index
  0.00      0.000     0.000     0.000     0.000        2   <Module::Gem::DefaultUserInteraction>#ui
  0.00      0.000     0.000     0.000     0.000        1   <Class::Gem::Specification>#stubs
  0.00      0.000     0.000     0.000     0.000        4   Digest::Base#reset
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#create_gem_version_promoter
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#converge_paths
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#pre_block
  0.00      0.000     0.000     0.000     0.000        6   GLI::Flag#required?
  0.00      0.000     0.000     0.000     0.000        6   File::Stat#writable?
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Settings#without
  0.00      0.000     0.000     0.000     0.000        6   String#ascii_only?
  0.00      0.000     0.000     0.000     0.000        1   DRb::DRbMessage#initialize
  0.00      0.000     0.000     0.000     0.000        2   Phut::Setting#pid_dir
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#proceed?
  0.00      0.000     0.000     0.000     0.000        2   Gem::Specification#requirements
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bundler>#load
  0.00      0.000     0.000     0.000     0.000        1   DRb#mutex
  0.00      0.000     0.000     0.000     0.000        1   <Class::DRb::DRbServer>#make_config
  0.00      0.000     0.000     0.000     0.000        1   Phut::Setting#socket_dir
  0.00     58.009     0.000     0.000    58.009        1   GLI::CommandSupport#execute
  0.00      0.000     0.000     0.000     0.000        1   StringIO#read
  0.00      0.001     0.000     0.000     0.001        1   <Object::BinData::Struct>#octets=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Pio::Icmp::Reply(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, ip_version: bit4, ip_header_length: bit4, ip_type_of_service: uint8, ip_total_length: uint16, ip_identifier: uint16, ip_flag: bit3, ip_fragment: bit13, ip_ttl: uint8, ip_protocol: uint8, ip_header_checksum: uint16, source_ip_address: ip_address, destination_ip_address: ip_address, ip_option: string, icmp_type: uint8, icmp_code: uint8, icmp_checksum: uint16, icmp_identifier: uint16, icmp_sequence_number: uint16, echo_data: string)>#icmp_type=
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::MriCacheBackend#[]=
  0.00      0.000     0.000     0.000     0.000        1   Thread#[]=
  0.00      0.000     0.000     0.000     0.000        1   Psych::Handler::DumperOptions#initialize
  0.00      0.000     0.000     0.000     0.000        2   ERB::Compiler::Scanner#initialize
  0.00      0.000     0.000     0.000     0.000        1   Array#insert
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#post_reset
  0.00      0.000     0.000     0.000     0.000        2   Module#method_removed
  0.00      0.000     0.000     0.000     0.000        2   Gem::Specification#extensions
  0.00      0.000     0.000     0.000     0.000        1   <Class::Bundler::RubygemsIntegration>#version
  0.00      0.000     0.000     0.000     0.000        4   Bundler::Source::Git#local?
  0.00      0.000     0.000     0.000     0.000        1   <Class::Gem::Platform>#new
  0.00      0.000     0.000     0.000     0.000        1   DRb::DRbServer#run
  0.00      0.000     0.000     0.000     0.000        1   StringIO#rewind
  0.00      0.000     0.000     0.000     0.000        2   IPAddr#ipv4?
  0.00      0.000     0.000     0.000     0.000        1   BinData::Struct::Snapshot#[]=
  0.00      0.000     0.000     0.000     0.000        2   <Class::Gem::Specification>#all=
  0.00      0.000     0.000     0.000     0.000        3   BasicObject#singleton_method_removed
  0.00      0.000     0.000     0.000     0.000        5   Module#protected_method_defined?
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Source::Rubygems#unmet_deps
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Source::Git::GitProxy#allow?
  0.00      0.000     0.000     0.000     0.000        2   Digest::Class#initialize
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#add_platform
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Dsl#add_git_sources
  0.00      0.000     0.000     0.000     0.000        2   GLI::GLIOptionBlockParser#parse!
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bundler>#ui=
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Source::Rubygems#replace_remotes
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Dsl#normalize_source
  0.00      0.064     0.000     0.000     0.064        1   <Class::Bundler::Dsl>#evaluate
  0.00      0.000     0.000     0.000     0.000        1   DRb#thread
  0.00      0.000     0.000     0.000     0.000        1   <Module::Process>#pid
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandSupport#skips_around
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandSupport#skips_pre
  0.00      0.000     0.000     0.000     0.000        2   OptionParser#order!
  0.00      0.000     0.000     0.000     0.000        2   BinData::Base#safe_respond_to?
  0.00      0.000     0.000     0.000     0.000        1   String#force_encoding
  0.00      0.000     0.000     0.000     0.000        1   <Class::Pio::Icmp::Request(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, ip_version: bit4, ip_header_length: bit4, ip_type_of_service: uint8, ip_total_length: uint16, ip_identifier: uint16, ip_flag: bit3, ip_fragment: bit13, ip_ttl: uint8, ip_protocol: uint8, ip_header_checksum: uint16, source_ip_address: ip_address, destination_ip_address: ip_address, ip_option: string, icmp_type: uint8, icmp_code: uint8, icmp_checksum: uint16, icmp_identifier: uint16, icmp_sequence_number: uint16, echo_data: string)>#icmp_type=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Pio::Arp::Reply>#operation=
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Inflector::Inflections#initialize
  0.00      0.000     0.000     0.000     0.000        2   String#b
  0.00      0.000     0.000     0.000     0.000        2   Gem::Source::Installed#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Class::Regexp>#escape
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SourceList#initialize
  0.00      0.000     0.000     0.000     0.000        1   Trema::Command#start_phut
  0.00      0.000     0.000     0.000     0.000        1   Trema::Command#running?
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::NonConcurrentCacheBackend#[]=
  0.00      0.000     0.000     0.000     0.000        1   Gem::BasicSpecification#full_gem_path
  0.00      0.000     0.000     0.000     0.000        1   Gem::Specification#gem_dir
  0.00      0.000     0.000     0.000     0.000        2   Gem::Specification#installed_by_version=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Pathname>#pwd
  0.00      0.000     0.000     0.000     0.000        2   Digest::Base#update
  0.00      0.000     0.000     0.000     0.000        2   BinData::Primitive#respond_to?
  0.00      0.000     0.000     0.000     0.000        1   BinData::MultiFieldArgSeparator#parameters_is_value?
  0.00      0.000     0.000     0.000     0.000        6   File::Stat#sticky?
  0.00      0.000     0.000     0.000     0.000        2   Encoding#to_s
  0.00      0.000     0.000     0.000     0.000        1   Phut::Setting#log_dir=
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandSupport#get_action
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandSupport#get_default_command
  0.00      0.000     0.000     0.000     0.000        1   GLI::DSL#default_value
  0.00      0.000     0.000     0.000     0.000        6   File::Stat#world_writable?
  0.00      0.000     0.000     0.000     0.000        1   <Module::BinData::RegisterNamePlugin>#included
  0.00      0.000     0.000     0.000     0.000        1   BinData::Registry#initialize
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#ext_lock
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SharedHelpers#find_file
  0.00      0.000     0.000     0.000     0.000        2   <Module::Bundler>#requires_sudo?
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::NonConcurrentCacheBackend#initialize
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Index#empty?
  0.00      0.000     0.000     0.000     0.000        1   <Class::Bundler::RubygemsIntegration>#provides?
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#compute_requires
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#platforms
  0.00      0.057     0.000     0.000     0.057        1   Bundler::Dsl#to_definition
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Dsl#check_primary_source_safety
  0.00      0.000     0.000     0.000     0.000        1   <Module::FileTest>#file?
  0.00      0.000     0.000     0.000     0.000        1   <Class::Phut::Netns>#all=
  0.00      0.000     0.000     0.000     0.000        1   Set#add?
  0.00      0.000     0.000     0.000     0.000        1   Pathname#realpath
  0.00      0.000     0.000     0.000     0.000        1   Phut::Setting#socket_dir=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Phut::OpenVswitch>#all=
  0.00      0.000     0.000     0.000     0.000        1   Array#eql?
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#ui=
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Runtime#initialize
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#provides?
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SourceList#add_rubygems_remote
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Source#include?
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::Cache#[]
  0.00      0.000     0.000     0.000     0.000        1   Bundler::UI::Silent#debug
  0.00      0.000     0.000     0.000     0.000        3   BasicObject#equal?
  0.00      0.000     0.000     0.000     0.000        1   <Class::Gem::Version>#correct?
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#around_blocks
  0.00      0.000     0.000     0.000     0.000        3   Kernel#String
  0.00      0.000     0.000     0.000     0.000        1   <Module::Trema>#logger=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Phut::VirtualLink>#all=
  0.00      0.000     0.000     0.000     0.000        2   String#encoding
  0.00      0.000     0.000     0.000     0.000        4   Fixnum#-@
  0.00      0.000     0.000     0.000     0.000        3   IO#closed?
  0.00      0.000     0.000     0.000     0.000        2   IO#sync=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Phut::Vhost>#all=
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#nothing_changed?
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#validate_ruby!
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#fixup_dependency_types!
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SourceList#rubygems_primary_remotes
  0.00      0.000     0.000     0.000     0.000        2   FalseClass#|
  0.00      0.000     0.000     0.000     0.000        3   Fixnum#<=
  0.00      0.000     0.000     0.000     0.000        1   IO#<<
  0.00      0.000     0.000     0.000     0.000        1   GLI::LegacyCommandOptionBlockParser#break_on_non_option?
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandOptionBlockParser#command=
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::NonConcurrentCacheBackend#[]
  0.00      0.000     0.000     0.000     0.000        1   Thread#[]
  0.00      0.000     0.000     0.000     0.000        1   <Class::ERB::Compiler::Scanner>#default_scanner=
  0.00      0.000     0.000     0.000     0.000        1   IO#tty?
  0.00      0.000     0.000     0.000     0.000        2   Thread#abort_on_exception=
  0.00      0.000     0.000     0.000     0.000        2   <Class::SystemCallError>#===
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bundler>#default_gemfile
  0.00      0.000     0.000     0.000     0.000        1   Pathname#file?
  0.00      0.000     0.000     0.000     0.000        1   Fixnum#**
  0.00      0.000     0.000     0.000     0.000        2   Encoding#dummy?
  0.00      0.000     0.000     0.000     0.000        2   Kernel#eql?
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bundler>#configure
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem::DefaultUserInteraction>#ui=
  0.00      0.000     0.000     0.000     0.000        1   TrueClass#^

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 28982980
Fiber ID: 28982680
Total: 58.007977
Sort by: self_time

 %self      total      self      wait     child     calls  name
 97.62     58.006    56.625     1.381     0.000       58   Kernel#sleep
  0.00     58.008     0.001     0.000    58.007        1   Kernel#loop
  0.00      0.000     0.000     0.000     0.000        1   <Class::File>#unlink
  0.00      0.001     0.000     0.000     0.001        1   Trema::Command#killall
  0.00     58.008     0.000     0.000    58.008        1   Trema::Command#trap_signals
  0.00      0.000     0.000     0.000     0.000        1   Hash#[]
  0.00      0.000     0.000     0.000     0.000        1   DRb::DRbServer#stop_service
  0.00      0.000     0.000     0.000     0.000        3   Array#each
  0.00      0.000     0.000     0.000     0.000        2   <Module::Phut>#method_missing
  0.00      0.000     0.000     0.000     0.000        1   Thread#kill
  0.00      0.000     0.000     0.000     0.000        2   Trema::Command#pid_file
  0.00      0.000     0.000     0.000     0.000        1   Thread#join
  0.00      0.000     0.000     0.000     0.000        1   FileUtils#rm
  0.00      0.000     0.000     0.000     0.000        1   IO#close
  0.00      0.000     0.000     0.000     0.000        1   <Module::FileTest>#exist?
  0.00      0.000     0.000     0.000     0.000        1   Trema::Logger#debug
  0.00      0.000     0.000     0.000     0.000        2   Logger#add
  0.00      0.000     0.000     0.000     0.000        1   FileUtils::Entry_#platform_support
  0.00      0.000     0.000     0.000     0.000        2   <Class::File>#join
  0.00      0.000     0.000     0.000     0.000        1   FileUtils::Entry_#initialize
  0.00      0.000     0.000     0.000     0.000        1   FileUtils#fu_check_options
  0.00      0.000     0.000     0.000     0.000        1   Trema::Logger#output
  0.00      0.000     0.000     0.000     0.000        2   Logger#debug
  0.00      0.000     0.000     0.000     0.000        1   FileUtils#remove_file
  0.00      0.000     0.000     0.000     0.000        1   DRb#stop_service
  0.00      0.000     0.000     0.000     0.000        1   Trema::Controller#stop
  0.00      0.000     0.000     0.000     0.000        2   Trema::Controller#name
  0.00      0.000     0.000     0.000     0.000        2   Array#map
  0.00      0.000     0.000     0.000     0.000        1   FileUtils::StreamUtils_#fu_windows?
  0.00      0.000     0.000     0.000     0.000        2   Trema::Command#name
  0.00      0.000     0.000     0.000     0.000        1   Fixnum#to_s
  0.00      0.000     0.000     0.000     0.000        1   FileUtils::Entry_#path
  0.00      0.000     0.000     0.000     0.000        1   DRb::DRbTCPSocket#shutdown
  0.00      0.000     0.000     0.000     0.000        4   Hash#delete
  0.00      0.000     0.000     0.000     0.000        2   Phut::Setting#pid_dir
  0.00      0.000     0.000     0.000     0.000        1   Symbol#to_proc
  0.00      0.000     0.000     0.000     0.000        1   Array#flatten
  0.00      0.000     0.000     0.000     0.000        2   Kernel#nil?
  0.00      0.000     0.000     0.000     0.000        1   DRb#remove_server
  0.00      0.000     0.000     0.000     0.000        1   FileUtils::Entry_#remove_file
  0.00      0.000     0.000     0.000     0.000        1   Class#new
  0.00      0.000     0.000     0.000     0.000        1   FileUtils#fu_list
  0.00      0.000     0.000     0.000     0.000        1   Kernel#initialize_dup
  0.00      0.000     0.000     0.000     0.000        2   Module#name
  0.00      0.000     0.000     0.000     0.000        1   <Class::Thread>#current
  0.00      0.000     0.000     0.000     0.000        1   Kernel#respond_to?
  0.00      0.000     0.000     0.000     0.000        1   Thread#[]
  0.00      0.000     0.000     0.000     0.000        1   Kernel#dup
  0.00      0.000     0.000     0.000     0.000        2   Hash#fetch
  0.00      0.000     0.000     0.000     0.000        2   <Class::File>#path
  0.00      0.000     0.000     0.000     0.000        2   Fixnum#<
  0.00      0.000     0.000     0.000     0.000        1   Hash#values
