Cbench started.
Measure Mode: wall_time
Thread ID: 11802960
Fiber ID: 14782220
Total: 59.631248
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.001     0.000     0.000     0.001       84   Array#reject!
  0.00      0.001     0.000     0.000     0.001      114   BinData::BasePrimitive#snapshot
  0.00      0.000     0.000     0.000     0.000      170   <Class::URI::Generic>#component
  0.00      0.001     0.000     0.000     0.000       28   GLI::CommandSupport#topmost_ancestor
  0.00      0.004     0.000     0.000     0.004       39   <Class::Pio::OpenFlow13::Match::OpenFlowBasicValue>#inherited
  0.00      0.003     0.000     0.000     0.003       81   Hash#==
  0.00      0.009     0.000     0.000     0.008       60   BinData::SanitizedPrototype#instantiate
  0.00      0.002     0.000     0.000     0.002       88   BinData::SanitizedParameters#must_be_integer
  0.00      0.000     0.000     0.000     0.000       60   Module#alias_method
  0.00      0.001     0.000     0.000     0.001       31   GLI::DSL#extract_options
  0.00      0.000     0.000     0.000     0.000      163   URI::Generic#set_password
  0.00      0.000     0.000     0.000     0.000      176   Array#*
  0.00      0.000     0.000     0.000     0.000       27   Range#each
  0.00      0.000     0.000     0.000     0.000       68   <Module::BinData::BitField>#create_nbits_code
  0.00      0.000     0.000     0.000     0.000      318   String#empty?
  0.00      0.001     0.000     0.000     0.001       30   <Class::Pio::Message>#option
  0.00      0.000     0.000     0.000     0.000      163   Array#length
  0.00      0.001     0.000     0.000     0.001       25   BinData::Struct#define_field_accessors_for
  0.00      0.001     0.000     0.000     0.000       39   ActiveSupport::Inflector#demodulize
  0.00      0.001     0.000     0.000     0.000       89   Gem::BasicSpecification#full_require_paths
  0.00      0.001     0.000     0.000     0.001       83   Gem::Specification#load_paths
  0.00      0.006     0.000     0.000     0.006       18   Pathname#join
  0.00      0.003     0.000     0.000     0.003       12   Module#delegate
  0.00      0.002     0.000     0.000     0.001       23   BinData::AcceptedParametersPlugin::AcceptedParameters#ensure_valid_names
  0.00      0.000     0.000     0.000     0.000       87   Bundler::SourceList#rubygems_sources
  0.00      0.001     0.000     0.000     0.001       16   <Module::BinData::Int>#pack_directive
  0.00      0.003     0.000     0.000     0.003      109   Enumerable#each_entry
  0.00      0.000     0.000     0.000     0.000      240   Fixnum#zero?
  0.00      0.002     0.000     0.000     0.001      102   <Class::Bundler::Index>#sort_specs
  0.00      0.010     0.000     0.000     0.010       17   <Module::BinData::BitField>#define_class
  0.00      0.000     0.000     0.000     0.000       38   <Class::File>#join
  0.00      0.011     0.000     0.000     0.011        8   Pio::OpenFlow::Flags#_define_flags
  0.00      0.000     0.000     0.000     0.000      144   String#strip
  0.00      0.000     0.000     0.000     0.000       32   <Module::BinData::Int>#bytes_per_word
  0.00      0.005     0.000     0.000     0.005       45   GLI::CommandLineToken#initialize
  0.00      0.001     0.000     0.000     0.000        6   URI::Generic#initialize
  0.00      0.009     0.000     0.000     0.009       45   Module#mattr_reader
  0.00      0.000     0.000     0.000     0.000      134   Hash#merge!
  0.00      0.007     0.000     0.000     0.007       40   BinData::Struct#instantiate_obj_at
  0.00      0.000     0.000     0.000     0.000       87   Gem::Specification#loaded_from
  0.00      0.000     0.000     0.000     0.000       94   Gem::Version#segments
  0.00      0.098     0.000     0.000     0.097       13   BinData::DSLMixin::DSLFieldParser#params_from_block
  0.00      0.000     0.000     0.000     0.000       13   <Module::BinData::BitField>#create_fixed_clamp_code
  0.00      0.001     0.000     0.000     0.000       82   Bundler::LazySpecification#identifier
  0.00      0.000     0.000     0.000     0.000       88   BinData::SanitizedFields#empty?
  0.00      0.000     0.000     0.000     0.000      231   Fixnum#+
  0.00      0.000     0.000     0.000     0.000       73   Array#unshift
  0.00      0.006     0.000     0.000     0.006       19   Bundler::Dsl#gem
  0.00      0.002     0.000     0.000     0.001       88   BinData::SanitizedFields#all_field_names_blank?
  0.00      0.009     0.000     0.000     0.009       24   GLI::CommandSupport#flag
  0.00      0.007     0.000     0.000     0.006       10   BinData::ArrayArgProcessor#sanitize_parameters!
  0.00      0.000     0.000     0.000     0.000       18   <Module::BinData::Int>#create_clamp_code
  0.00      0.001     0.000     0.000     0.001       86   Gem::Requirement#prerelease?
  0.00      0.000     0.000     0.000     0.000       38   Module#extend_object
  0.00      0.000     0.000     0.000     0.000       56   <Module::Bundler>#settings
  0.00      0.000     0.000     0.000     0.000       33   ActiveSupport::Inflector::Inflections#plural
  0.00      0.000     0.000     0.000     0.000       31   ERB::Compiler#content_dump
  0.00      0.002     0.000     0.000     0.002       35   OptionParser#search
  0.00      0.001     0.000     0.000     0.000       38   Kernel#extend
  0.00      0.000     0.000     0.000     0.000       39   ActiveSupport::Inflector::Inflections#singular
  0.00      0.008     0.000     0.000     0.008       81   BinData::SanitizedFields#no_field_names_blank?
  0.00      0.001     0.000     0.000     0.001        9   <Module::BinData::Int>#create_to_binary_s_code
  0.00      0.000     0.000     0.000     0.000       85   Bundler::Definition#converge_path_source_to_gemspec_source
  0.00      0.001     0.000     0.000     0.001       39   Module#qualified_const_get
  0.00      0.004     0.000     0.000     0.004       31   GLI::CommandLineOption#initialize
  0.00      0.000     0.000     0.000     0.000      111   Gem::Specification#platform
  0.00      0.000     0.000     0.000     0.000       99   <Object::Object>#[]
  0.00      0.000     0.000     0.000     0.000       31   BinData::CheckOrAdjustOffsetPlugin#initialize_shared_instance
  0.00      0.000     0.000     0.000     0.000      215   Array#size
  0.00      0.000     0.000     0.000     0.000       82   Bundler::Source::Rubygems#can_lock?
  0.00      0.000     0.000     0.000     0.000        8   Hash#inspect
  0.00      0.000     0.000     0.000     0.000      132   Regexp#hash
  0.00      0.000     0.000     0.000     0.000       85   String#to_sym
  0.00      0.000     0.000     0.000     0.000       78   <Module::QualifiedConstUtils>#raise_if_absolute
  0.00      0.004     0.000     0.000     0.003       31   BinData::Base#extract_args
  0.00      0.001     0.000     0.000     0.001       23   BinData::BasePrimitive#assign
  0.00      0.004     0.000     0.000     0.004       12   OptionParser#make_switch
  0.00      0.048     0.000     0.000     0.048       31   Bundler::SpecSet#sorted
  0.00      0.000     0.000     0.000     0.000      110   Array#reverse
  0.00      0.000     0.000     0.000     0.000       94   GLI::CommandSupport#flags
  0.00      0.011     0.000     0.000     0.011       82   Bundler::Source::Rubygems#specs
  0.00      0.001     0.000     0.000     0.000       24   Hash#invert
  0.00      0.000     0.000     0.000     0.000       86   Gem::Specification#executables
  0.00      0.002     0.000     0.000     0.002       19   Bundler::LockfileParser#parse_dependency
  0.00      0.006     0.000     0.000     0.006      151  *BinData::BasePrimitive#_value
  0.00      0.001     0.000     0.000     0.001       18   BinData::BasePrimitive#initialize_shared_instance
  0.00      0.001     0.000     0.000     0.000       60   Kernel#clone
  0.00      0.000     0.000     0.000     0.000       57   Bundler::Dependency#should_include?
  0.00      0.000     0.000     0.000     0.000       82   <Class::Bundler::LazySpecification::Identifier>#new
  0.00      0.003     0.000     0.000     0.003       31   BinData::BaseArgProcessor#extract_args
  0.00      0.000     0.000     0.000     0.000       31   BinData::IO::Write#write_raw
  0.00      0.005     0.000     0.000     0.005        9   <Module::BinData::Int>#define_methods
  0.00      0.000     0.000     0.000     0.000       62   BinData::Base#get_parameter
  0.00      0.000     0.000     0.000     0.000       83   Bundler::RubygemsIntegration#loaded_specs
  0.00      0.070     0.000     0.000     0.070       28   Bundler::SpecSet#each
  0.00      0.001     0.000     0.000     0.001       28   GLI::CommandSupport#send_declarations_to_parent?
  0.00      0.000     0.000     0.000     0.000       96   Module#included
  0.00      0.000     0.000     0.000     0.000       96   NilClass#to_a
  0.00      0.000     0.000     0.000     0.000       40   Bundler::Source::Git#name
  0.00      0.011     0.000     0.000     0.010        2   Gem::Specification#validate
  0.00      0.001     0.000     0.000     0.001       20   Pathname#relative?
  0.00      0.000     0.000     0.000     0.000       60   ERB::Compiler::Buffer#push
  0.00      0.001     0.000     0.000     0.000       39   ActiveSupport::Inflector#deconstantize
  0.00      0.000     0.000     0.000     0.000      130   Fixnum#%
  0.00      0.150     0.000     0.000     0.150       36   <Class::Pio::OpenFlow::Message>#open_flow_header
  0.00      0.001     0.000     0.000     0.001       31   BinData::RegisterNamePlugin#initialize_shared_instance
  0.00      0.000     0.000     0.000     0.000       66   Array#&
  0.00      0.000     0.000     0.000     0.000       65   Kernel#instance_variable_get
  0.00      0.001     0.000     0.000     0.001        8   Bundler::RubygemsIntegration#redefine_method
  0.00      0.002     0.000     0.000     0.001       14   BinData::DSLMixin::DSLParser#to_choice_params
  0.00      0.000     0.000     0.000     0.000      133   Fixnum#<<
  0.00      0.000     0.000     0.000     0.000       38   Module#extended
  0.00      0.000     0.000     0.000     0.000       98   Module#private_method_defined?
  0.00      0.000     0.000     0.000     0.000       73   GLI::CommandSupport#switches
  0.00      0.000     0.000     0.000     0.000       20   Gem::Platform#hash
  0.00      0.000     0.000     0.000     0.000       32   Pathname#to_s
  0.00      0.004     0.000     0.000     0.004       20   Pathname#+
  0.00      0.000     0.000     0.000     0.000       24   BinData::Uint8#value_to_binary_string
  0.00      0.000     0.000     0.000     0.000       73   Fixnum#inspect
  0.00      0.001     0.000     0.000     0.001       31   BinData::BasePrimitive#do_write
  0.00      0.002     0.000     0.000     0.002        7   GLI::DSL#switch
  0.00      0.001     0.000     0.000     0.001        6   URI::RFC3986_Parser#split
  0.00      0.000     0.000     0.000     0.000       28   GLI::CommandSupport#desc
  0.00      0.001     0.000     0.000     0.001        9   <Module::BinData::Int>#create_read_assemble_code
  0.00      0.000     0.000     0.000     0.000       50   String#to_i
  0.00      0.000     0.000     0.000     0.000       76   Bundler::Dependency#current_platform?
  0.00      0.001     0.000     0.000     0.001       31   BinData::IO::Write#writebytes
  0.00      0.008     0.000     0.000     0.008       13   BinData::BitFieldFactory#const_missing
  0.00      0.000     0.000     0.000     0.000       29   Module#module_function
  0.00      0.003     0.000     0.000     0.003       11   BinData::Struct#initialize_shared_instance
  0.00      0.000     0.000     0.000     0.000       32   BinData::IO::Write#flushbits
  0.00      0.000     0.000     0.000     0.000       78   String#bytesize
  0.00      0.002     0.000     0.000     0.002       23   BinData::AcceptedParametersPlugin::AcceptedParameters#to_syms
  0.00      0.001     0.000     0.000     0.001       31   ERB::Compiler#add_put_cmd
  0.00      0.000     0.000     0.000     0.000        2   Module#instance_methods
  0.00      0.000     0.000     0.000     0.000      101   Hash#delete
  0.00      0.000     0.000     0.000     0.000      151   Symbol#===
  0.00      0.000     0.000     0.000     0.000       60   Kernel#initialize_clone
  0.00      0.002     0.000     0.000     0.001       12   OptionParser::List#update
  0.00      0.001     0.000     0.000     0.000       21   Bundler::GemHelpers#generic
  0.00      0.000     0.000     0.000     0.000       99   String#<<
  0.00      0.001     0.000     0.000     0.001       24   Kernel#format
  0.00      0.001     0.000     0.000     0.001        9   <Module::BinData::Int>#create_read_code
  0.00      0.000     0.000     0.000     0.000       67   Module#const_missing
  0.00      0.056     0.000     0.000     0.056       31   <Class::Pio::OpenFlow::Action>#action_header
  0.00      0.000     0.000     0.000     0.000       64   BinData::BasePrimitive#initialize_instance
  0.00      0.000     0.000     0.000     0.000        5   File#initialize
  0.00      0.006     0.000     0.000     0.006       15   BinData::Struct#find_obj_for_name
  0.00      0.000     0.000     0.000     0.000       21   OptionParser::Switch#initialize
  0.00      0.001     0.000     0.000     0.001       39   String#deconstantize
  0.00      0.000     0.000     0.000     0.000      126   Fixnum#&
  0.00      0.002     0.000     0.000     0.001       26   GLI::AppSupport#commands
  0.00      0.000     0.000     0.000     0.000       12   <Class::OptionParser::Switch>#guess
  0.00      0.002     0.000     0.000     0.002       39   String#constantize
  0.00      0.000     0.000     0.000     0.000        2   <Class::Thread>#start
  0.00      0.006     0.000     0.000     0.006        7   <Module::BinData::Int>#define_class
  0.00      0.001     0.000     0.000     0.001       31   <Class::BinData::SanitizedParameters>#sanitize
  0.00      0.001     0.000     0.000     0.001        1   ActiveSupport::Inflector#inflections
  0.00      0.000     0.000     0.000     0.000       23   <Class::File>#stat
  0.00      0.001     0.000     0.000     0.001       39   String#demodulize
  0.00      0.000     0.000     0.000     0.000       50   MatchData#[]
  0.00      0.000     0.000     0.000     0.000       36   Kernel#freeze
  0.00      0.002     0.000     0.000     0.002       40   BinData::Array#new_element
  0.00      0.001     0.000     0.000     0.001       11   GLI::CommandLineToken#all_forms_a
  0.00      0.000     0.000     0.000     0.000       23   Bundler::Dsl#normalize_hash
  0.00      0.001     0.000     0.000     0.001       15   <Class::Pio::OpenFlow13::Match::NiciraMatchExtensionValue>#inherited
  0.00      0.000     0.000     0.000     0.000       66   Kernel#===
  0.00      0.001     0.000     0.000     0.001        8   <Class::BinData::Base>#inherited
  0.00      0.001     0.000     0.000     0.001       20   BinData::Uint8#assign
  0.00      0.000     0.000     0.000     0.000       20   Bundler::Dsl#validate_keys
  0.00      0.000     0.000     0.000     0.000       39   Array#third
  0.00      0.000     0.000     0.000     0.000       39   <Module::QualifiedConstUtils>#names
  0.00      0.000     0.000     0.000     0.000       15   Bundler::SharedHelpers#find_gemfile
  0.00      0.000     0.000     0.000     0.000       31   BasicObject#initialize
  0.00      0.003     0.000     0.000     0.003        7   BinData::ChoiceArgProcessor#sanitize_parameters!
  0.00      0.003     0.000     0.000     0.003       19   Bundler::Dependency#to_lock
  0.00      0.003     0.000     0.000     0.003       31   GLI::DSL#verify_unused
  0.00      0.000     0.000     0.000     0.000       17   <Module::BinData::BitField>#create_params_code
  0.00      0.000     0.000     0.000     0.000       29   Kernel#lambda
  0.00      0.000     0.000     0.000     0.000       63   Fixnum#/
  0.00      0.000     0.000     0.000     0.000       39   Array#second
  0.00      0.002     0.000     0.000     0.002       38   OptionParser#visit
  0.00      0.000     0.000     0.000     0.000       13   Hash#update
  0.00      0.000     0.000     0.000     0.000       15   ERB::Compiler::Buffer#cr
  0.00      0.000     0.000     0.000     0.000       18   Gem::Specification#hash
  0.00      0.001     0.000     0.000     0.001       23   <Class::BinData::AcceptedParametersPlugin::AcceptedParameters>#invalid_parameter_names
  0.00      0.000     0.000     0.000     0.000       19   Bundler::Source::Git#eql?
  0.00      0.000     0.000     0.000     0.000       25   BinData::SanitizedPrototype#has_parameter?
  0.00      0.000     0.000     0.000     0.000       17   <Module::BinData::BitField>#create_do_num_bytes_code
  0.00      0.000     0.000     0.000     0.000       13   Float#to_s
  0.00      0.000     0.000     0.000     0.000       59   String#size
  0.00      0.000     0.000     0.000     0.000       57   Bundler::Dependency#current_env?
  0.00      0.000     0.000     0.000     0.000       70   Hash#key?
  0.00      0.001     0.000     0.000     0.001       17   <Module::BinData::BitField>#create_clamp_code
  0.00      0.000     0.000     0.000     0.000       11   MonitorMixin#mon_exit
  0.00      0.000     0.000     0.000     0.000        2   Pio::Mac#parse_mac_string
  0.00      0.000     0.000     0.000     0.000       11   MonitorMixin#mon_enter
  0.00      0.000     0.000     0.000     0.000       22   BinData::BasePrimitive#respond_to?
  0.00      0.000     0.000     0.000     0.000       47   String#*
  0.00      0.000     0.000     0.000     0.000        3   <Class::Hash>#[]
  0.00      0.000     0.000     0.000     0.000       17   <Module::BinData::BitField>#create_int2uint_code
  0.00      0.000     0.000     0.000     0.000       44   GLI::DSL#desc
  0.00      0.000     0.000     0.000     0.000       24   BinData::SanitizedFields#length
  0.00      0.001     0.000     0.000     0.001        4   IPAddr#initialize
  0.00      0.000     0.000     0.000     0.000       30   GLI::AppSupport#override_default
  0.00      0.000     0.000     0.000     0.000        9   Module#attr_writer
  0.00      0.000     0.000     0.000     0.000       75   String#length
  0.00      0.000     0.000     0.000     0.000       87   Comparable#==
  0.00      0.000     0.000     0.000     0.000       15   GLI::AppSupport#clear_nexts
  0.00      0.000     0.000     0.000     0.000       38   Bundler::Dependency#gem_platforms
  0.00      0.000     0.000     0.000     0.000       82   Struct#initialize
  0.00      0.057     0.000     0.000     0.057        1   Bundler::Definition#initialize
  0.00      0.000     0.000     0.000     0.000        4   Bundler::Source::Git#initialize
  0.00      0.000     0.000     0.000     0.000       13   GLI::CommandLineToken#names_and_aliases
  0.00      0.000     0.000     0.000     0.000       19   <Class::Gem::Platform>#local
  0.00      0.001     0.000     0.000     0.001        7   GLI::Switch#initialize
  0.00      0.000     0.000     0.000     0.000       17   <Module::BinData::BitField>#create_uint2int_code
  0.00      0.001     0.000     0.000     0.001       20   Pathname#absolute?
  0.00      0.000     0.000     0.000     0.000        6   <Class::Dir>#tmpdir
  0.00      0.000     0.000     0.000     0.000       65   Fixnum#*
  0.00      0.002     0.000     0.000     0.002       37   Comparable#>=
  0.00      0.006     0.000     0.000     0.006       12   OptionParser#define
  0.00      0.002     0.000     0.000     0.002        5   Module#mattr_accessor
  0.00      0.002     0.000     0.000     0.002        4   Bundler::Source::Rubygems#normalize_uri
  0.00      0.000     0.000     0.000     0.000        1   UNIXServer#initialize
  0.00      0.002     0.000     0.000     0.002        6   URI::RFC3986_Parser#parse
  0.00      0.000     0.000     0.000     0.000        1   Kernel#methods
  0.00      0.000     0.000     0.000     0.000       20   BinData::Struct#include_obj?
  0.00      0.000     0.000     0.000     0.000       16   Enumerable#collect
  0.00      0.002     0.000     0.000     0.002       11   Enumerable#each_with_index
  0.00      0.000     0.000     0.000     0.000       25   BinData::SanitizedField#has_parameter?
  0.00     59.631     0.000     0.000    59.631        2   Global#[No method]
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandOptionBlockParser#do_parse
  0.00      0.001     0.000     0.000     0.001       19   Bundler::GemHelpers#generic_local_platform
  0.00      0.000     0.000     0.000     0.000       10   BinData::DSLMixin::DSLParser#to_array_params
  0.00      0.001     0.000     0.000     0.000        9   <Module::BinData::Int>#create_read_unpack_code
  0.00      0.000     0.000     0.000     0.000       12   Bundler::Source::Git#hash
  0.00      0.000     0.000     0.000     0.000       72   Array#prepend
  0.00      0.003     0.000     0.000     0.003        4   Bundler::Source::Rubygems#initialize
  0.00      0.003     0.000     0.000     0.002       18   BinData::SanitizedFields#each
  0.00      0.002     0.000     0.000     0.002        9   BinData::AcceptedParametersPlugin#optional_parameters
  0.00      0.002     0.000     0.000     0.002       12   OptionParser::List#append
  0.00      0.018     0.000     0.000     0.018        7   Pio::OpenFlow::Flags#_flags
  0.00      0.000     0.000     0.000     0.000       20   Gem::Platform#==
  0.00      0.000     0.000     0.000     0.000       17   <Module::BinData::Int>#pack_directive_signed?
  0.00      0.000     0.000     0.000     0.000       34   <Class::Thread>#current
  0.00      0.000     0.000     0.000     0.000       44   BinData::Uint8#sensible_default
  0.00      0.003     0.000     0.000     0.002        8   Gem::Specification#files
  0.00      0.001     0.000     0.000     0.001       20   BinData::SanitizedFields#field_names
  0.00      0.009     0.000     0.000     0.009        1   <Class::Pio::Parser::IPv4Packet>#ipv4_header
  0.00      0.001     0.000     0.000     0.001        4   Integer#times
  0.00      0.000     0.000     0.000     0.000        8   <Module::Pio::Ethernet>#included
  0.00      0.000     0.000     0.000     0.000       15   BinData::Struct#base_field_name
  0.00      0.001     0.000     0.000     0.001        5   Class#class_attribute
  0.00      0.000     0.000     0.000     0.000       13   Module#remove_possible_method
  0.00      0.000     0.000     0.000     0.000       22   Array#push
  0.00      0.001     0.000     0.000     0.000        4   Gem::Specification#full_gem_path
  0.00      0.001     0.000     0.000     0.000        2   Module#initialize
  0.00      0.000     0.000     0.000     0.000       11   <Module::FileTest>#exist?
  0.00      0.002     0.000     0.000     0.002       22   Enumerable#reduce
  0.00      0.003     0.000     0.000     0.003        4   Bundler::Source::Git#to_s
  0.00      0.000     0.000     0.000     0.000       41   Kernel#instance_variable_set
  0.00      0.044     0.000     0.000     0.043       10   <Module::TSort>#tsort_each
  0.00      0.000     0.000     0.000     0.000       12   URI::Generic#set_port
  0.00      0.000     0.000     0.000     0.000       16   <Module::BinData::Int>#need_conversion_code?
  0.00      0.000     0.000     0.000     0.000       12   <Class::Pio::Options>#option
  0.00      0.000     0.000     0.000     0.000        9   <Class::Pio::Options>#mandatory_option
  0.00      0.000     0.000     0.000     0.000       30   GLI::AppSupport#subcommand_option_handling_strategy
  0.00      0.016     0.000     0.000     0.016        8   Bundler::Source::Git#specs
  0.00      0.006     0.000     0.000     0.006       20   BinData::SanitizedField#instantiate
  0.00      0.044     0.000     0.000     0.044       14   Enumerable#to_a
  0.00      0.007     0.000     0.000     0.007        8   Bundler::Index#each
  0.00      0.000     0.000     0.000     0.000        4   Logger::LogDevice#initialize
  0.00      0.001     0.000     0.000     0.001        7   <Class::Pio::OpenFlow13::Match::PacketRegistersValue>#inherited
  0.00      0.001     0.000     0.000     0.001        1   Bundler::Definition#lockfiles_equal?
  0.00      0.025     0.000     0.000     0.024        9   Enumerable#map
  0.00      0.000     0.000     0.000     0.000       10   String#match
  0.00      0.002     0.000     0.000     0.002        6   <Module::Bundler>#app_cache
  0.00      0.009     0.000     0.000     0.009        1   <Class::IPv4Header(ip_version: bit4, ip_header_length: bit4, ip_type_of_service: uint8, ip_total_length: uint16, ip_identifier: uint16, ip_flag: bit3, ip_fragment: bit13, ip_ttl: uint8, ip_protocol: uint8, ip_header_checksum: uint16, source_ip_address: ip_address, destination_ip_address: ip_address, ip_option: string)>#ipv4_header
  0.00      0.005     0.000     0.000     0.004        1   Bundler::Dsl#group
  0.00      0.005     0.000     0.000     0.005       10   BinData::SanitizedParameters#create_sanitized_object_prototype
  0.00      0.000     0.000     0.000     0.000        2   Regexp#initialize
  0.00      0.000     0.000     0.000     0.000       47   Fixnum#-
  0.00      0.001     0.000     0.000     0.001        8   BinData::InitialLengthPlugin#elements
  0.00      0.000     0.000     0.000     0.000        8   Gem::Specification#add_bindir
  0.00      0.007     0.000     0.000     0.007        2   OptionParser#initialize
  0.00      0.000     0.000     0.000     0.000       20   ERB::Compiler::TrimScanner#is_erb_stag?
  0.00      0.006     0.000     0.000     0.006       12   OptionParser#on
  0.00      0.000     0.000     0.000     0.000       23   Bundler::Dsl#valid_keys
  0.00      0.011     0.000     0.000     0.011       31  *BinData::Base#initialize_with_warning
  0.00      0.000     0.000     0.000     0.000       46   Fixnum#<=>
  0.00      0.000     0.000     0.000     0.000       13   ERB::Compiler#add_insert_cmd
  0.00      0.011     0.000     0.000     0.011       31  *BinData::Base#initialize
  0.00      0.003     0.000     0.000     0.002        6   BinData::Base#eval_parameter
  0.00      0.008     0.000     0.000     0.008        1   <Class::Pio::Udp>#ipv4_header
  0.00      0.006     0.000     0.000     0.006        2   ERB#initialize
  0.00      0.000     0.000     0.000     0.000       24   GLI::DSL#flags_declaration_order
  0.00      0.000     0.000     0.000     0.000       11   Bignum#to_s
  0.00      0.008     0.000     0.000     0.008        1   <Class::Pio::Dhcp::Frame>#ipv4_header
  0.00      0.001     0.000     0.000     0.001        6   Pio::IPv4Address#initialize
  0.00      0.000     0.000     0.000     0.000        7   BinData::ChoiceArgProcessor#ensure_valid_keys
  0.00      0.000     0.000     0.000     0.000        4   Logger#initialize
  0.00      0.000     0.000     0.000     0.000        3   GLI::CommandFinder#find_command
  0.00      0.005     0.000     0.000     0.005        7   Bundler::SpecSet#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Class::Struct>#new
  0.00      0.000     0.000     0.000     0.000       31   StringIO#write
  0.00      0.000     0.000     0.000     0.000        2   Trema::Command#name
  0.00      0.000     0.000     0.000     0.000        5   Pio::Mac#initialize
  0.00      0.008     0.000     0.000     0.008        1   <Class::Pio::Icmp::Format>#ipv4_header
  0.00      0.000     0.000     0.000     0.000       10   <Module::Bundler>#root
  0.00      0.002     0.000     0.000     0.002       11   BinData::Struct#define_field_accessors
  0.00      0.001     0.000     0.000     0.001        4   GLI::CommandSupport#switch
  0.00      0.004     0.000     0.000     0.004        1   <Class::Pio::Icmp::Format>#ethernet_header
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#post_block
  0.00      0.000     0.000     0.000     0.000       10   Module#instance_method
  0.00      0.000     0.000     0.000     0.000        3   IO#close
  0.00      0.003     0.000     0.000     0.003       10   BinData::Primitive#initialize_instance
  0.00      0.000     0.000     0.000     0.000       20   BinData::SanitizedFields#[]
  0.00      0.000     0.000     0.000     0.000       10   <Module::Gem>#find_unresolved_default_spec
  0.00      0.000     0.000     0.000     0.000       12   Bundler::Source::Git#cached_revision
  0.00      0.000     0.000     0.000     0.000       22   String#intern
  0.00      0.000     0.000     0.000     0.000        4   <Class::IO>#open
  0.00      0.000     0.000     0.000     0.000       14   Module#autoload
  0.00      0.000     0.000     0.000     0.000        8   <Object::Object>#[]=
  0.00      0.000     0.000     0.000     0.000       14   <Class::GLI::Command>#name_as_string
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandSupport#skips_post
  0.00      0.006     0.000     0.000     0.006        2   ERB::Compiler#compile
  0.00      0.295     0.000     0.000     0.295        1   Bundler::Runtime#setup
  0.00      0.000     0.000     0.000     0.000        7   <Class::File>#dirname
  0.00      0.001     0.000     0.000     0.001        4   <Module::BinData::FloatingPoint>#define_methods
  0.00      0.003     0.000     0.000     0.003        8   Bundler::Source::Git#revision
  0.00      0.000     0.000     0.000     0.000       11   Pathname#to_path
  0.00      0.001     0.000     0.000     0.000        6   GLI::Flag#arguments_for_option_parser
  0.00      0.001     0.000     0.000     0.001        2   <Module::Gem>#bin_path
  0.00      0.000     0.000     0.000     0.000       14   Kernel#untaint
  0.00      0.000     0.000     0.000     0.000        1   Kernel#exit
  0.00      0.000     0.000     0.000     0.000        1   <Object::Object>#keys
  0.00      0.000     0.000     0.000     0.000        6   Array#each_index
  0.00      0.002     0.000     0.000     0.001        7   BinData::SanitizedParameters#create_sanitized_choices
  0.00      0.014     0.000     0.000     0.014        2   Bundler::Source::Path#load_spec_files
  0.00      0.003     0.000     0.000     0.003        8   Bundler::Source::Git#git_proxy
  0.00      0.044     0.000     0.000     0.044        5   TSort#tsort
  0.00      0.000     0.000     0.000     0.000        2   MatchData#captures
  0.00      0.001     0.000     0.000     0.001        7   BinData::SanitizedChoices#initialize
  0.00      0.000     0.000     0.000     0.000       12   Gem::Specification#source
  0.00      0.000     0.000     0.000     0.000        5   Bundler::Index#initialize
  0.00      0.000     0.000     0.000     0.000        8   Bundler::RubygemsIntegration#method_visibility
  0.00      0.000     0.000     0.000     0.000       13   OptionParser#notwice
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SharedHelpers#clean_load_path
  0.00      0.000     0.000     0.000     0.000       31   Method#owner
  0.00      0.000     0.000     0.000     0.000        7   Pathname#expand_path
  0.00     58.021     0.000     0.000    58.021        1   GLI::AppSupport#run
  0.00      0.000     0.000     0.000     0.000       13   Set#include?
  0.00      0.043     0.000     0.000     0.043        5   <Module::TSort>#each_strongly_connected_component
  0.00      0.003     0.000     0.000     0.003        1   DRb::DRbServer#initialize
  0.00      0.000     0.000     0.000     0.000        2   IPAddr#mask!
  0.00      0.000     0.000     0.000     0.000       20   Enumerable#member?
  0.00      0.000     0.000     0.000     0.000        2   <Class::Regexp>#union
  0.00      0.000     0.000     0.000     0.000        6   BinData::Uint16be#value_to_binary_string
  0.00      0.005     0.000     0.000     0.005        1   <Class::Pio::Parser::IPv4Packet>#ethernet_header
  0.00      0.000     0.000     0.000     0.000       31   String#dump
  0.00      0.000     0.000     0.000     0.000       16   Array#index
  0.00      0.001     0.000     0.000     0.001        1   GLI::Commands::Help#initialize
  0.00      0.001     0.000     0.000     0.001        8   BinData::StructArgProcessor#sanitized_field_names
  0.00      0.057     0.000     0.000     0.057        1   Bundler::Definition#to_lock
  0.00      0.002     0.000     0.000     0.002        8   Bundler::Source::Path#has_app_cache?
  0.00      0.007     0.000     0.000     0.007       17   Bundler::Definition#satisfies_locked_spec?
  0.00      0.000     0.000     0.000     0.000       11   <Class::Gem::Specification>#unresolved_deps
  0.00      0.004     0.000     0.000     0.004        1   <Class::Pio::Arp::Format>#ethernet_header
  0.00      0.000     0.000     0.000     0.000        6   <Module::URI>#scheme_list
